CaseMasterID,CrimeNo,CaseNo,CrimeRegisteredDate,PolicePersonID,PoliceStationID,CaseCategoryID,GravityOffenceID,CrimeMajorHeadID,CrimeMinorHeadID,CaseStatusID,CourtID,IncidentFromDate,IncidentToDate,InfoReceivedPSDate,latitude,longitude,BriefFacts,DistrictID
258,110260076202600001,202600001,2026-04-09,267,76,1,2,1,1,1,27,2026-04-09 16:36:00,2026-04-09 22:36:00,2026-04-10 00:36:00,12.878542,76.081555,Esse necessitatibus maxime necessitatibus sit saepe voluptatum culpa illum optio.,1026
259,110280086202500001,202500001,2025-01-18,49,86,1,2,2,3,1,29,2025-01-18 12:16:00,2025-01-18 13:16:00,2025-01-18 16:16:00,16.755606,78.073725,Laborum officia odit magni quae pariatur esse vero molestiae nemo consectetur hic deleniti.,1028
260,110030009202500002,202500002,2025-11-09,396,9,1,2,3,7,1,4,2025-11-07 23:26:00,2025-11-09 10:26:00,2025-11-09 13:26:00,16.023224,78.337713,Atque quod labore asperiores dolorem perferendis laboriosam adipisci quis ipsa blanditiis molestiae.,1003
261,110280085202500001,202500001,2025-06-07,130,85,1,2,4,9,3,29,2025-06-06 01:43:00,2025-06-07 08:43:00,2025-06-07 09:43:00,16.914253,78.050102,Id architecto esse adipisci officiis atque recusandae.,1028
262,110180053202500002,202500002,2025-02-10,329,53,1,2,3,6,3,19,2025-02-08 20:16:00,2025-02-10 15:16:00,2025-02-10 15:16:00,13.892866,76.981063,A temporibus deserunt numquam voluptatibus magni non libero blanditiis.,1018
263,110050016202400003,202400003,2024-07-03,212,16,1,2,1,1,3,6,2024-07-02 06:10:00,2024-07-03 22:10:00,2024-07-04 03:10:00,15.778509,75.795442,At sint autem perspiciatis totam quia maxime praesentium pariatur excepturi explicabo debitis odio placeat.,1005
264,110010005202200001,202200001,2022-04-17,72,5,1,2,6,12,2,2,2022-04-15 14:24:00,2022-04-17 05:24:00,2022-04-17 08:24:00,14.196119,75.466863,Esse suscipit minima provident nam tenetur quibusdam tempora ut porro quas quae quas.,1001
265,110090026202300001,202300001,2023-06-23,108,26,1,2,1,1,2,10,2023-06-21 13:23:00,2023-06-23 07:23:00,2023-06-23 11:23:00,15.912666,75.49849,Perspiciatis soluta adipisci ullam ullam maiores corrupti perferendis atque quasi error quisquam rem.,1009
266,110070021202500001,202500001,2025-05-08,117,21,1,1,2,4,3,8,2025-05-06 15:49:00,2025-05-08 01:49:00,2025-05-08 03:49:00,16.363766,75.322119,Itaque unde tempore cum aperiam voluptatem culpa placeat neque ab.,1007
267,110280086202600002,202600002,2026-05-25,49,86,1,2,5,10,1,29,2026-05-24 01:32:00,2026-05-25 19:32:00,2026-05-25 19:32:00,16.796181,78.076384,Odit doloribus itaque suscipit accusamus facilis hic ad atque.,1028
268,810080025202200001,202200001,2022-06-27,126,25,8,2,4,9,1,9,2022-06-27 07:49:00,2022-06-27 08:49:00,2022-06-27 13:49:00,12.580148,74.580033,Nihil ullam maiores optio non dolorem ab placeat accusamus aut quasi mollitia adipisci autem quam.,1008
269,110190055202200001,202200001,2022-07-04,259,55,1,2,6,13,1,20,2022-07-03 23:18:00,2022-07-04 17:18:00,2022-07-04 18:18:00,16.931857,77.188032,Animi totam laudantium omnis aspernatur molestias magni explicabo animi consectetur reiciendis tempora eaque quae expedita.,1019
270,110080025202300001,202300001,2023-02-03,126,25,1,1,4,8,2,9,2023-02-02 02:59:00,2023-02-03 14:59:00,2023-02-03 14:59:00,12.583666,74.589497,Iure officia asperiores fugit voluptates voluptatibus quaerat accusamus.,1008
271,110250073202300002,202300002,2023-11-28,352,73,1,2,5,11,3,26,2023-11-26 14:51:00,2023-11-28 03:51:00,2023-11-28 05:51:00,13.378948,78.468394,Ipsa sequi nemo eius consequatur veritatis autem cum culpa.,1025
272,110300091202400001,202400001,2024-02-12,347,91,1,2,2,3,2,31,2024-02-11 12:30:00,2024-02-12 18:30:00,2024-02-12 22:30:00,13.338257,75.987174,Quam dignissimos excepturi expedita perspiciatis reiciendis ipsam rem esse.,1030
273,310300093202400001,202400001,2024-09-14,43,93,3,2,1,1,1,31,2024-09-13 06:16:00,2024-09-14 03:16:00,2024-09-14 06:16:00,13.421626,75.951636,Dignissimos voluptate officia ab quasi laboriosam ut ad maxime dolores doloremque laborum ea similique quibusdam.,1030
274,810040013202400001,202400001,2024-11-23,4,13,8,1,6,12,1,5,2024-11-21 21:00:00,2024-11-23 17:00:00,2024-11-23 22:00:00,16.377455,76.920912,Sunt fuga earum nisi accusamus recusandae dolorem nihil odit porro assumenda rem velit veritatis.,1004
275,110230068202200002,202200002,2022-06-05,64,68,1,1,2,3,2,24,2022-06-05 05:59:00,2022-06-05 17:59:00,2022-06-05 22:59:00,16.458058,76.973406,Perferendis quae eum quisquam dolorum iusto nulla quisquam ea beatae a.,1023
276,110030009202300002,202300002,2023-01-25,52,9,1,2,2,3,1,4,2023-01-25 02:47:00,2023-01-25 15:47:00,2023-01-25 21:47:00,16.007422,78.329784,Earum ea corrupti rerum eum dolorum mollitia laboriosam beatae voluptatibus sed iure voluptas.,1003
277,110280086202500002,202500002,2025-06-20,49,86,1,2,1,1,2,29,2025-06-18 19:09:00,2025-06-20 11:09:00,2025-06-20 11:09:00,16.794188,78.08521,Reprehenderit neque aut quos perspiciatis reiciendis numquam dolore perspiciatis illum enim nisi voluptatibus deserunt suscipit iste.,1028
278,110050016202500003,202500003,2025-01-13,353,16,1,2,4,8,4,6,2025-01-11 12:54:00,2025-01-13 01:54:00,2025-01-13 07:54:00,15.766845,75.81621,Tempore in praesentium impedit autem exercitationem consequuntur quis vitae.,1005
279,144300003202300003,202300003,2023-01-10,65,3,1,1,4,9,3,1,2023-01-09 09:17:00,2023-01-10 16:17:00,2023-01-10 20:17:00,12.992704,77.573495,Maiores sed adipisci earum corrupti veritatis consectetur blanditiis fuga temporibus distinctio commodi.,4430
280,110140044202300001,202300001,2023-12-13,153,44,1,2,6,13,1,15,2023-12-12 02:55:00,2023-12-13 12:55:00,2023-12-13 15:55:00,13.862101,75.383428,Voluptate ea modi eaque eius aut maiores incidunt maxime aspernatur sint voluptas mollitia quaerat corrupti architecto.,1014
281,110050016202200002,202200002,2022-01-18,212,16,1,2,2,4,2,6,2022-01-17 07:43:00,2022-01-18 00:43:00,2022-01-18 01:43:00,15.744199,75.786122,Et natus sit reiciendis neque ab labore itaque beatae nesciunt nisi excepturi libero.,1005
282,110130041202300001,202300001,2023-05-01,175,41,1,2,5,11,1,14,2023-04-29 11:30:00,2023-05-01 08:30:00,2023-05-01 14:30:00,15.307061,77.884865,Iusto sint hic explicabo aspernatur quod ex.,1013
283,110070020202400001,202400001,2024-03-31,230,20,1,2,2,4,3,8,2024-03-30 16:28:00,2024-03-31 08:28:00,2024-03-31 12:28:00,16.389035,75.325598,Est culpa amet accusantium blanditiis eius quae aspernatur quasi.,1007
284,110240070202400002,202400002,2024-02-20,76,70,1,1,6,12,2,25,2024-02-18 13:09:00,2024-02-20 06:09:00,2024-02-20 10:09:00,13.240882,74.187195,Ut nostrum voluptatibus optio tenetur magni delectus incidunt iusto alias.,1024
285,110140044202300002,202300002,2023-10-09,153,44,1,2,3,6,2,15,2023-10-09 11:19:00,2023-10-09 15:19:00,2023-10-09 16:19:00,13.904583,75.370865,Beatae quibusdam inventore nulla ratione voluptas laudantium officiis est similique excepturi quasi eveniet voluptates ratione dignissimos.,1014
286,110210061202400002,202400002,2024-09-02,392,61,1,2,4,9,1,22,2024-09-01 08:06:00,2024-09-02 20:06:00,2024-09-03 02:06:00,17.482421,76.574481,Unde quisquam temporibus consectetur optio vitae eaque soluta libero beatae dolore itaque odit amet.,1021
287,110090026202200001,202200001,2022-02-10,108,26,1,2,3,7,1,10,2022-02-09 00:07:00,2022-02-10 13:07:00,2022-02-10 18:07:00,15.889066,75.447662,Totam laudantium itaque possimus ullam harum maxime ullam sed soluta vitae maiores aut ipsum praesentium aut.,1009
288,110050017202200001,202200001,2022-12-24,78,17,1,2,3,6,2,6,2022-12-24 03:22:00,2022-12-24 09:22:00,2022-12-24 12:22:00,15.765521,75.795289,Soluta molestiae accusantium unde laudantium ratione dolorem qui nemo doloremque voluptatibus doloribus placeat.,1005
289,110300092202400001,202400001,2024-08-07,123,92,1,2,2,3,2,31,2024-08-06 18:09:00,2024-08-07 20:09:00,2024-08-08 02:09:00,13.395066,75.955742,Doloremque reiciendis vitae in vel harum consequatur perferendis ipsum ipsum tempore vitae sed fuga.,1030
290,410060018202200001,202200001,2022-06-12,132,18,4,2,2,5,2,7,2022-06-11 03:21:00,2022-06-12 05:21:00,2022-06-12 07:21:00,17.292317,75.716135,Magnam iusto porro adipisci similique vero eius laudantium.,1006
291,310160050202600001,202600001,2026-05-19,109,50,3,2,5,11,1,17,2026-05-19 09:47:00,2026-05-19 11:47:00,2026-05-19 12:47:00,14.987325,76.262929,Possimus odio consequatur id quia voluptates sapiente illo dolorum saepe laboriosam.,1016
292,110150046202500003,202500003,2025-09-17,211,46,1,1,6,13,1,16,2025-09-17 01:47:00,2025-09-17 08:47:00,2025-09-17 08:47:00,11.881,78.196662,Explicabo quos culpa laboriosam repellat est facilis corrupti consectetur cum quam enim dolorum consequatur.,1015
293,410080024202400001,202400001,2024-08-27,367,24,4,2,1,1,4,9,2024-08-27 10:03:00,2024-08-27 17:03:00,2024-08-27 19:03:00,12.486248,74.60217,Est error optio est sequi expedita suscipit corrupti repellat.,1008
294,110230067202200002,202200002,2022-06-22,148,67,1,2,4,9,2,24,2022-06-22 11:59:00,2022-06-22 20:59:00,2022-06-22 21:59:00,16.433032,76.927382,Quisquam consequuntur libero nulla dolorum culpa facilis nesciunt natus beatae deserunt soluta iste ducimus qui.,1023
295,110090027202200003,202200003,2022-12-16,246,27,1,2,6,12,2,10,2022-12-14 13:02:00,2022-12-16 00:02:00,2022-12-16 02:02:00,15.915952,75.494072,Nemo aliquam incidunt praesentium totam ullam laudantium accusantium.,1009
296,110260077202200001,202200001,2022-10-04,181,77,1,2,2,5,2,27,2022-10-03 09:34:00,2022-10-04 22:34:00,2022-10-05 01:34:00,12.858079,76.100379,Maxime eos eligendi praesentium maiores modi officia veritatis deserunt ex quo ullam.,1026
297,110130041202500001,202500001,2025-08-02,270,41,1,2,3,7,2,14,2025-08-01 17:19:00,2025-08-02 17:19:00,2025-08-02 20:19:00,15.294737,77.894115,Cupiditate impedit esse quibusdam voluptas quibusdam optio rerum quae.,1013
298,110170052202300003,202300003,2023-09-14,92,52,1,2,5,10,1,18,2023-09-12 17:00:00,2023-09-14 00:00:00,2023-09-14 04:00:00,17.799413,75.319584,Laudantium reprehenderit tenetur sequi vero dolorem minima dolores magni pariatur vel dicta modi magni incidunt.,1017
299,110040015202400001,202400001,2024-10-04,294,15,1,2,1,2,2,5,2024-10-04 14:19:00,2024-10-04 15:19:00,2024-10-04 19:19:00,16.467058,76.923808,Veniam eaque voluptatem natus voluptate laudantium porro quam reprehenderit laudantium repellendus soluta.,1004
300,110200058202400002,202400002,2024-04-23,241,58,1,2,4,9,1,21,2024-04-23 11:27:00,2024-04-23 17:27:00,2024-04-23 20:27:00,16.994247,76.540152,Porro animi eum omnis impedit aut totam soluta.,1020
301,110090026202400002,202400002,2024-11-24,108,26,1,2,6,12,2,10,2024-11-24 01:51:00,2024-11-24 19:51:00,2024-11-24 22:51:00,15.892707,75.500093,Cupiditate quod veniam laborum blanditiis ducimus recusandae.,1009
302,110060019202200001,202200001,2022-05-21,186,19,1,2,3,6,1,7,2022-05-19 13:08:00,2022-05-21 05:08:00,2022-05-21 08:08:00,17.308576,75.715419,Accusamus quidem quo beatae consequuntur sed asperiores ipsa esse.,1006
303,110140042202200001,202200001,2022-02-09,360,42,1,2,5,10,1,15,2022-02-07 23:03:00,2022-02-09 04:03:00,2022-02-09 09:03:00,13.893327,75.326958,Dolorem facere qui distinctio fugit quibusdam reiciendis veritatis fuga.,1014
304,144300002202200001,202200001,2022-07-04,339,2,1,2,4,9,3,1,2022-07-03 04:00:00,2022-07-04 04:00:00,2022-07-04 07:00:00,12.988656,77.574399,Eligendi vel amet eveniet itaque corporis veritatis aspernatur necessitatibus voluptatibus.,4430
305,110120036202200001,202200001,2022-03-06,131,36,1,1,2,5,2,13,2022-03-05 21:05:00,2022-03-06 10:05:00,2022-03-06 16:05:00,13.941808,77.180006,Maxime assumenda maxime quidem quia consectetur fugiat harum rem.,1012
306,110050017202400001,202400001,2024-02-21,44,17,1,1,6,13,4,6,2024-02-20 11:07:00,2024-02-21 00:07:00,2024-02-21 03:07:00,15.767879,75.797017,Excepturi consectetur dicta placeat natus voluptatem hic doloribus dolores unde reiciendis ducimus soluta quia quasi dolorum.,1005
307,110190056202200002,202200002,2022-07-12,91,56,1,2,2,4,1,20,2022-07-10 17:42:00,2022-07-12 16:42:00,2022-07-12 16:42:00,16.929362,77.148088,Recusandae aliquam earum molestias provident sed quos.,1019
308,144300001202500005,202500005,2025-01-30,46,1,1,1,3,6,3,1,2025-01-28 21:07:00,2025-01-30 16:07:00,2025-01-30 17:07:00,13.004277,77.592403,Aperiam aliquid deserunt earum perspiciatis ratione mollitia aut quo nobis beatae nisi molestias doloribus.,4430
309,810170051202300001,202300001,2023-04-29,152,51,8,2,3,6,1,18,2023-04-29 04:27:00,2023-04-29 20:27:00,2023-04-29 20:27:00,17.866199,75.286745,Tenetur at error ea inventore magni a pariatur magnam a occaecati nulla tempore vel accusamus sed.,1017
310,810020007202500001,202500001,2025-04-05,56,7,8,2,6,13,1,3,2025-04-04 14:30:00,2025-04-05 22:30:00,2025-04-05 22:30:00,16.188426,76.637489,Non ipsam quos sed officia assumenda iure vero non.,1002
311,110060018202300004,202300004,2023-11-25,207,18,1,2,1,2,3,7,2023-11-25 11:03:00,2023-11-25 20:03:00,2023-11-25 23:03:00,17.305512,75.746676,Quasi pariatur fuga perferendis sapiente dolorem explicabo mollitia odit quo incidunt odit labore laboriosam voluptate.,1006
312,110080025202500002,202500002,2025-02-17,316,25,1,2,3,7,1,9,2025-02-15 23:48:00,2025-02-17 20:48:00,2025-02-17 23:48:00,12.666478,74.638076,Aliquam ipsa itaque itaque fugiat perspiciatis voluptas facilis iusto maxime.,1008
313,110120038202200001,202200001,2022-10-03,89,38,1,2,1,1,2,13,2022-10-02 00:57:00,2022-10-03 08:57:00,2022-10-03 09:57:00,13.92654,77.182567,Vitae culpa sit amet labore sed eaque architecto illum iusto aliquid delectus praesentium consequatur iste reprehenderit.,1012
314,110080023202500001,202500001,2025-01-18,328,23,1,1,6,13,1,9,2025-01-17 16:20:00,2025-01-18 11:20:00,2025-01-18 17:20:00,12.608901,74.553341,Recusandae doloremque earum laborum vitae quaerat laboriosam vero nostrum veritatis maxime dicta libero architecto provident quis.,1008
315,110180054202400002,202400002,2024-01-22,80,54,1,2,6,12,2,19,2024-01-21 14:00:00,2024-01-22 14:00:00,2024-01-22 20:00:00,13.865008,76.965887,Distinctio assumenda expedita distinctio dignissimos nulla magni laborum.,1018
316,110180054202300001,202300001,2023-10-19,80,54,1,2,6,13,1,19,2023-10-18 03:04:00,2023-10-19 23:04:00,2023-10-20 02:04:00,13.876774,76.96645,Quae illo perferendis reprehenderit voluptatem nobis accusantium laudantium.,1018
317,110080022202200002,202200002,2022-11-12,27,22,1,1,3,6,2,9,2022-11-12 14:18:00,2022-11-12 19:18:00,2022-11-12 19:18:00,12.58656,74.594751,Doloremque vel deleniti natus incidunt reprehenderit mollitia id labore dolor iste cupiditate.,1008
318,110070020202200001,202200001,2022-09-23,366,20,1,1,1,2,1,8,2022-09-21 11:55:00,2022-09-23 05:55:00,2022-09-23 11:55:00,16.365022,75.308353,Itaque neque dicta necessitatibus in non tempora maxime facilis aspernatur dolores.,1007
319,110270080202400001,202400001,2024-09-30,321,80,1,2,6,13,2,28,2024-09-30 11:39:00,2024-09-30 16:39:00,2024-09-30 16:39:00,15.972246,77.920622,Modi rem vitae distinctio saepe iste corporis quas ex exercitationem.,1027
320,410010006202300001,202300001,2023-03-04,145,6,4,2,1,2,3,2,2023-03-03 17:31:00,2023-03-04 20:31:00,2023-03-05 02:31:00,14.181814,75.476743,Natus occaecati libero culpa possimus sequi dignissimos quaerat alias aspernatur molestias debitis.,1001
321,110300093202500002,202500002,2025-12-21,43,93,1,2,5,11,3,31,2025-12-20 20:52:00,2025-12-21 01:52:00,2025-12-21 02:52:00,13.442903,75.939881,Ipsum ratione voluptatibus repellendus quas sed quaerat id.,1030
322,810290087202200001,202200001,2022-07-18,116,87,8,1,2,4,2,30,2022-07-16 14:46:00,2022-07-18 03:46:00,2022-07-18 08:46:00,15.740184,77.872231,Deleniti fugit qui ex neque molestiae cumque inventore cum delectus sunt ducimus eaque.,1029
323,410020007202500001,202500001,2025-02-17,310,7,4,2,4,8,2,3,2025-02-16 03:35:00,2025-02-17 23:35:00,2025-02-18 02:35:00,16.153022,76.811413,Explicabo consectetur eveniet maxime sunt ipsa eligendi id eveniet mollitia fuga repellendus perferendis eligendi quis.,1002
324,110280083202400001,202400001,2024-05-24,41,83,1,2,2,3,2,29,2024-05-22 12:10:00,2024-05-24 03:10:00,2024-05-24 06:10:00,16.757496,78.061841,Odio ab cupiditate corporis cum esse officiis beatae beatae cum voluptatibus dolorem dolorum sunt.,1028
325,410110033202300001,202300001,2023-10-08,400,33,4,2,3,7,1,12,2023-10-08 01:20:00,2023-10-08 17:20:00,2023-10-08 21:20:00,11.724989,75.086487,Fuga facilis numquam eligendi aspernatur consequuntur inventore consequuntur ut nisi.,1011
326,110070020202400002,202400002,2024-02-08,351,20,1,2,6,13,1,8,2024-02-06 18:59:00,2024-02-08 17:59:00,2024-02-08 17:59:00,16.344032,75.31826,Ipsam libero asperiores eum assumenda neque fugiat tenetur atque.,1007
327,810160049202500001,202500001,2025-05-05,341,49,8,2,2,3,1,17,2025-05-04 09:33:00,2025-05-05 00:33:00,2025-05-05 01:33:00,15.023903,76.137382,Nihil eos sit impedit animi vel impedit nihil aspernatur vero consequuntur temporibus.,1016
328,310020008202200001,202200001,2022-02-14,340,8,3,2,3,6,2,3,2022-02-13 09:52:00,2022-02-14 22:52:00,2022-02-14 23:52:00,16.266769,76.664435,Consequuntur voluptate aperiam sed autem similique quas illo quod reprehenderit unde enim.,1002
329,110160049202400002,202400002,2024-07-31,39,49,1,1,2,3,3,17,2024-07-31 05:09:00,2024-07-31 11:09:00,2024-07-31 15:09:00,14.983372,76.221214,Nemo veritatis animi ipsa autem incidunt id quia.,1016
330,110100029202300002,202300002,2023-03-22,375,29,1,1,6,13,3,11,2023-03-21 02:04:00,2023-03-22 23:04:00,2023-03-23 04:04:00,13.496419,76.659082,Id quas recusandae alias a minus maxime unde id quo adipisci non assumenda id debitis.,1010
331,144300001202200004,202200004,2022-07-15,201,1,1,1,3,7,1,1,2022-07-14 21:41:00,2022-07-15 19:41:00,2022-07-15 21:41:00,12.993823,77.599198,Veritatis ducimus accusamus laboriosam laboriosam labore unde ullam ipsa numquam labore nobis aspernatur corporis.,4430
332,310050017202400001,202400001,2024-06-08,78,17,3,1,1,1,2,6,2024-06-06 22:59:00,2024-06-08 13:59:00,2024-06-08 13:59:00,15.770146,75.691967,Repellat nesciunt ex esse ratione ea fuga minima nobis possimus mollitia illo dolor.,1005
333,144300002202500003,202500003,2025-07-18,339,2,1,2,3,7,1,1,2025-07-17 03:03:00,2025-07-18 12:03:00,2025-07-18 17:03:00,12.964831,77.580169,Exercitationem voluptatem id necessitatibus optio facilis atque excepturi iure deserunt consectetur blanditiis praesentium earum eaque.,4430
334,110020008202200003,202200003,2022-04-14,198,8,1,2,4,8,2,3,2022-04-14 15:46:00,2022-04-14 21:46:00,2022-04-14 22:46:00,16.127089,76.575836,Quae at itaque repellendus nisi voluptates recusandae.,1002
335,110110034202600002,202600002,2026-05-30,210,34,1,2,2,4,1,12,2026-05-29 10:09:00,2026-05-30 12:09:00,2026-05-30 14:09:00,11.73388,75.061693,Eos consectetur aut dignissimos quam maxime reprehenderit.,1011
336,110080025202400001,202400001,2024-10-24,126,25,1,2,6,13,1,9,2024-10-23 11:49:00,2024-10-24 13:49:00,2024-10-24 18:49:00,12.608377,74.571786,Accusantium deleniti necessitatibus voluptas voluptatem modi quidem aperiam cum est rem debitis.,1008
337,110230067202500002,202500002,2025-02-23,355,67,1,2,5,11,2,24,2025-02-21 23:47:00,2025-02-23 19:47:00,2025-02-23 23:47:00,16.451015,76.930781,Qui eum magnam distinctio quod vel dolor repellat.,1023
338,110230067202500003,202500003,2025-10-07,50,67,1,2,3,7,2,24,2025-10-06 17:27:00,2025-10-07 13:27:00,2025-10-07 14:27:00,16.436257,76.952022,Excepturi delectus sunt vitae nisi voluptatem at perferendis necessitatibus at eos a.,1023
339,810250074202500001,202500001,2025-06-16,381,74,8,1,2,3,1,26,2025-06-14 15:39:00,2025-06-16 14:39:00,2025-06-16 20:39:00,13.316471,78.4393,Voluptatum dicta sunt quod consequuntur nemo explicabo fuga voluptatem deserunt.,1025
340,110110035202600001,202600001,2026-02-23,53,35,1,2,5,11,3,12,2026-02-23 00:15:00,2026-02-23 01:15:00,2026-02-23 03:15:00,11.871051,75.074393,Neque temporibus dolore suscipit dicta et atque.,1011
341,144300003202200003,202200003,2022-08-16,65,3,1,2,4,8,1,1,2022-08-14 22:28:00,2022-08-16 09:28:00,2022-08-16 13:28:00,12.982507,77.582533,Ipsam perferendis sunt incidunt quaerat dolorem commodi asperiores.,4430
342,110150046202500004,202500004,2025-01-28,161,46,1,2,6,13,2,16,2025-01-27 14:39:00,2025-01-28 15:39:00,2025-01-28 19:39:00,11.864312,78.205075,Ipsam repellendus sunt numquam cum voluptatum soluta unde repellendus.,1015
343,410180053202400001,202400001,2024-12-14,239,53,4,2,2,4,2,19,2024-12-13 21:16:00,2024-12-14 01:16:00,2024-12-14 04:16:00,13.853036,76.976225,Perferendis in minima assumenda ipsam aperiam beatae alias tempore delectus nesciunt dolorem iste voluptatum.,1018
344,110290089202200002,202200002,2022-01-18,285,89,1,2,6,12,1,30,2022-01-16 08:24:00,2022-01-18 02:24:00,2022-01-18 05:24:00,15.706977,77.894611,Accusantium temporibus veniam nobis veritatis quisquam cupiditate voluptatum vitae minima nostrum.,1029
345,144300002202400002,202400002,2024-02-19,339,2,1,2,1,2,2,1,2024-02-19 10:45:00,2024-02-19 16:45:00,2024-02-19 17:45:00,12.986481,77.412269,Fuga occaecati modi officia alias voluptate voluptas facilis enim ratione doloremque perspiciatis in consequatur veritatis.,4430
346,110280084202400001,202400001,2024-07-26,120,84,1,2,6,13,1,29,2024-07-25 09:59:00,2024-07-26 17:59:00,2024-07-26 20:59:00,16.782813,78.066288,Magni modi impedit suscipit vitae tempora tenetur quae amet corrupti veniam facere.,1028
347,110080024202200001,202200001,2022-02-07,166,24,1,1,3,7,4,9,2022-02-06 02:43:00,2022-02-07 11:43:00,2022-02-07 13:43:00,12.554361,74.56782,Enim repellat eaque iusto voluptatem sapiente deserunt deleniti vel autem.,1008
348,110150047202500001,202500001,2025-07-05,222,47,1,2,4,8,1,16,2025-07-03 20:56:00,2025-07-05 08:56:00,2025-07-05 10:56:00,11.886397,78.141375,Similique rem earum placeat nulla velit omnis odit at odio deserunt rerum adipisci molestias.,1015
349,110070020202300001,202300001,2023-12-01,366,20,1,2,2,5,2,8,2023-11-29 19:42:00,2023-12-01 12:42:00,2023-12-01 17:42:00,16.361633,75.317869,Exercitationem dicta doloribus assumenda cupiditate et consequatur corporis facere iure commodi tenetur placeat soluta quibusdam neque.,1007
350,110030009202300003,202300003,2023-05-08,122,9,1,2,4,9,1,4,2023-05-07 07:09:00,2023-05-08 18:09:00,2023-05-08 19:09:00,15.959388,78.428319,Pariatur iure accusamus similique sed repudiandae maxime quas voluptatum cupiditate explicabo.,1003
351,110150047202200001,202200001,2022-10-11,28,47,1,2,6,13,1,16,2022-10-09 20:34:00,2022-10-11 18:34:00,2022-10-11 22:34:00,11.930068,78.384836,In adipisci voluptas earum fugiat id consequuntur fuga.,1015
352,410140045202400001,202400001,2024-05-30,189,45,4,2,5,11,2,15,2024-05-28 05:41:00,2024-05-30 04:41:00,2024-05-30 04:41:00,13.78686,75.332741,Sunt aperiam corrupti expedita officia modi explicabo fuga voluptatum ducimus iure tempore saepe incidunt.,1014
353,110300093202200001,202200001,2022-10-26,98,93,1,2,3,7,2,31,2022-10-25 18:01:00,2022-10-26 23:01:00,2022-10-27 04:01:00,13.397848,75.997282,Fuga dicta dolorem doloremque impedit laboriosam sed ad quod optio quas.,1030
354,410010006202500001,202500001,2025-07-28,232,6,4,1,2,4,1,2,2025-07-27 07:17:00,2025-07-28 23:17:00,2025-07-29 03:17:00,14.226292,75.35226,Numquam eos ut corrupti illo ducimus corporis vitae.,1001
355,110130041202500002,202500002,2025-03-07,270,41,1,2,5,11,2,14,2025-03-06 12:14:00,2025-03-07 19:14:00,2025-03-07 20:14:00,15.298192,77.897577,Vitae quam nihil tempore perspiciatis minima ad ipsam delectus dolorum odio.,1013
356,110250074202500001,202500001,2025-05-23,373,74,1,2,6,13,1,26,2025-05-23 02:45:00,2025-05-23 15:45:00,2025-05-23 16:45:00,13.351092,78.399261,Cupiditate vel consequuntur consectetur nihil qui dignissimos doloribus explicabo itaque.,1025
357,110030011202600002,202600002,2026-04-15,18,11,1,1,3,7,2,4,2026-04-14 11:59:00,2026-04-15 00:59:00,2026-04-15 06:59:00,15.970946,78.358749,Libero maiores accusantium fugit facere accusamus nostrum saepe ut quam asperiores.,1003
358,110080022202200003,202200003,2022-12-29,398,22,1,2,5,11,3,9,2022-12-28 10:55:00,2022-12-29 14:55:00,2022-12-29 17:55:00,12.555683,74.590603,Labore aliquam non laudantium deleniti sunt doloribus debitis nihil neque.,1008
359,110030009202500003,202500003,2025-05-30,396,9,1,2,4,9,4,4,2025-05-29 10:52:00,2025-05-30 23:52:00,2025-05-31 03:52:00,16.043099,78.278351,Delectus ducimus debitis molestiae consequuntur eveniet laboriosam modi quis vitae labore.,1003
360,110200057202500003,202500003,2025-08-06,223,57,1,2,1,1,3,21,2025-08-06 06:50:00,2025-08-06 22:50:00,2025-08-07 02:50:00,16.965219,76.587042,Inventore tempora rerum totam iste veniam cupiditate labore fuga officiis quod asperiores quas.,1020
361,110190055202600001,202600001,2026-02-14,378,55,1,1,4,8,2,20,2026-02-13 05:35:00,2026-02-14 01:35:00,2026-02-14 07:35:00,16.908498,77.177131,Quidem magni odit distinctio temporibus sint molestias facilis eius.,1019
362,144300001202400002,202400002,2024-08-02,296,1,1,2,3,6,4,1,2024-07-31 23:27:00,2024-08-02 05:27:00,2024-08-02 11:27:00,13.010333,77.579111,Rerum vel porro esse accusamus fuga vero doloribus porro.,4430
363,110290087202200001,202200001,2022-07-05,116,87,1,2,1,2,1,30,2022-07-05 21:32:00,2022-07-05 23:32:00,2022-07-06 00:32:00,15.72112,77.850166,Labore repellendus sunt consequuntur doloribus id neque necessitatibus minima libero consectetur.,1029
364,110120038202500002,202500002,2025-12-30,281,38,1,2,4,9,4,13,2025-12-29 19:56:00,2025-12-30 06:56:00,2025-12-30 11:56:00,13.941364,77.197655,Eveniet itaque explicabo aut saepe voluptas porro ducimus molestiae architecto error ullam earum voluptatibus.,1012
365,110250074202200003,202200003,2022-07-06,373,74,1,2,4,8,1,26,2022-07-04 18:45:00,2022-07-06 03:45:00,2022-07-06 07:45:00,13.305244,78.441013,Quasi natus possimus provident suscipit repellat odit doloribus facere corrupti doloribus dicta.,1025
366,410080023202400001,202400001,2024-02-15,30,23,4,2,1,1,2,9,2024-02-13 22:24:00,2024-02-15 17:24:00,2024-02-15 23:24:00,12.569507,74.618965,Consectetur a omnis deserunt expedita laboriosam aspernatur corrupti qui.,1008
