district,year_month,incident_count,heinous_ratio,night_incident_ratio,undetected_ratio,month_num,next_month_incidents,predicted_next_month_risk,risk_score_0_100
Bidar,2024-01,8,0.25,0.375,0.125,1,5.0,6.13990144987155,29.3
Bidar,2024-02,5,0.4,0.4,0.2,2,1.0,3.6188865847267317,8.0
Bidar,2024-03,1,0.0,0.0,0.0,3,2.0,3.278427858875114,5.1
Bidar,2024-04,2,0.5,0.5,0.0,4,3.0,3.4721732193811152,6.7
Bidar,2024-05,3,0.6666666666666666,0.3333333333333333,0.3333333333333333,5,3.0,3.667179742801361,8.4
Bidar,2024-06,3,0.3333333333333333,0.0,0.0,6,9.0,3.5431388684189016,7.3
Bidar,2024-07,9,0.2222222222222222,0.6666666666666666,0.1111111111111111,7,3.0,4.832635133874033,18.2
Bidar,2024-08,3,0.0,0.3333333333333333,0.0,8,4.0,3.531886567662286,7.3
Bidar,2024-09,4,0.0,0.0,0.0,9,1.0,3.42422206635542,6.3
Bidar,2024-10,1,1.0,1.0,1.0,10,3.0,3.4883900144490743,6.9
Bidar,2024-11,3,0.0,0.3333333333333333,0.0,11,4.0,3.8530444642696096,10.0
Bidar,2024-12,4,0.5,0.25,0.25,12,1.0,3.6264395058124133,8.1
Bidar,2025-01,1,0.0,0.0,0.0,1,3.0,3.2595511582007437,5.0
Bidar,2025-02,3,0.0,0.3333333333333333,0.0,2,2.0,3.2896944287176124,5.2
Bidar,2025-03,2,0.0,0.0,0.5,3,3.0,3.1102070931356383,3.7
Bidar,2025-04,3,0.0,0.3333333333333333,0.0,4,7.0,3.312815753841475,5.4
Bidar,2025-05,7,0.0,0.5714285714285714,0.14285714285714285,5,2.0,3.2255009009031754,4.7
Bidar,2025-06,2,0.0,0.5,0.0,6,1.0,3.5652503185325632,7.5
Bidar,2025-07,1,0.0,1.0,0.0,7,2.0,3.6956488517619617,8.6
Bidar,2025-08,2,0.0,0.5,0.0,8,4.0,3.5965789672215607,7.8
Bidar,2025-09,4,0.25,0.25,0.25,9,2.0,3.2749042328719713,5.1
Bidar,2025-10,2,0.0,0.5,0.0,10,3.0,3.9377904488577133,10.7
Bidar,2025-11,3,0.0,0.3333333333333333,0.3333333333333333,11,6.0,3.7199293415241454,8.8
Bidar,2025-12,6,0.3333333333333333,0.3333333333333333,0.0,12,5.0,3.8047952087746477,9.6
Bidar,2026-01,5,0.2,0.2,0.0,1,4.0,3.348599224401176,5.7
Bidar,2026-02,4,0.0,0.0,0.0,2,4.0,3.252251066896352,4.9
Bidar,2026-03,4,0.25,0.5,0.5,3,2.0,3.0496809127524354,3.2
Bidar,2026-04,2,0.0,0.5,0.0,4,5.0,3.253574212188504,4.9
Bidar,2026-05,5,0.0,0.4,0.2,5,,3.358446243637561,5.8
Chamarajanagar,2022-02,2,0.0,0.0,0.0,2,4.0,3.272400965188205,5.1
Chamarajanagar,2022-03,4,0.25,0.25,0.0,3,2.0,3.2209654904705984,4.6
Chamarajanagar,2022-04,2,0.0,0.5,0.0,4,4.0,3.253574212188504,4.9
Chamarajanagar,2022-05,4,0.75,0.25,0.25,5,4.0,3.9230462734064497,10.6
Chamarajanagar,2022-06,4,0.0,0.5,0.0,6,4.0,3.4995266576427038,7.0
Chamarajanagar,2022-07,4,0.0,0.75,0.0,7,3.0,3.5164650270451454,7.1
Chamarajanagar,2022-08,3,0.0,0.3333333333333333,0.0,8,3.0,3.531886567662286,7.3
Chamarajanagar,2022-09,3,0.3333333333333333,0.3333333333333333,0.0,9,1.0,3.3954675857281176,6.1
Chamarajanagar,2022-10,1,0.0,0.0,0.0,10,10.0,3.9263195295158853,10.6
Chamarajanagar,2022-11,10,0.2,0.2,0.1,11,3.0,6.761565401444432,34.6
Chamarajanagar,2022-12,3,1.0,1.0,0.3333333333333333,12,1.0,2.9752293545897306,2.5
Chamarajanagar,2023-01,1,0.0,0.0,0.0,1,1.0,3.2595511582007437,5.0
Chamarajanagar,2023-02,1,0.0,1.0,0.0,2,2.0,3.329114888840567,5.5
Chamarajanagar,2023-03,2,0.5,0.5,0.0,3,4.0,3.4344792548523815,6.4
Chamarajanagar,2023-04,4,0.0,0.0,0.0,4,4.0,3.2709930684423147,5.0
Chamarajanagar,2023-05,4,0.25,0.0,0.0,5,2.0,3.354356451237558,5.8
Chamarajanagar,2023-06,2,0.0,0.5,0.0,6,3.0,3.5652503185325632,7.5
Chamarajanagar,2023-07,3,0.0,0.0,0.3333333333333333,7,7.0,3.621181718245109,8.0
Chamarajanagar,2023-08,7,0.5714285714285714,0.2857142857142857,0.0,8,4.0,4.1165091415644035,12.2
Chamarajanagar,2023-09,4,0.5,0.25,0.25,9,2.0,3.328239254364219,5.5
Chamarajanagar,2023-10,2,0.0,1.0,0.0,10,2.0,4.18806633070878,12.8
Chamarajanagar,2023-11,2,0.5,0.5,0.5,11,7.0,3.849888076695902,9.9
Chamarajanagar,2023-12,7,0.2857142857142857,0.2857142857142857,0.0,12,4.0,4.13796445482389,12.4
Chamarajanagar,2024-01,4,0.25,0.0,0.0,1,3.0,3.2170062997351727,4.6
Chamarajanagar,2024-02,3,0.3333333333333333,0.3333333333333333,0.6666666666666666,2,4.0,3.506597125805139,7.0
Chamarajanagar,2024-03,4,0.25,0.25,0.0,3,2.0,3.2209654904705984,4.6
Chamarajanagar,2024-04,2,0.5,0.0,0.0,4,3.0,3.4936942298766938,6.9
Chamarajanagar,2024-05,3,0.6666666666666666,0.6666666666666666,0.0,5,3.0,3.611784286590829,7.9
Chamarajanagar,2024-06,3,0.0,0.0,0.3333333333333333,6,3.0,3.5524811289381675,7.4
Chamarajanagar,2024-07,3,0.3333333333333333,0.6666666666666666,0.0,7,3.0,3.439689411445335,6.5
Chamarajanagar,2024-08,3,0.0,0.6666666666666666,0.0,8,3.0,3.387490970452554,6.0
Chamarajanagar,2024-09,3,0.6666666666666666,0.0,0.0,9,2.0,3.323694703218049,5.5
Chamarajanagar,2024-10,2,0.0,1.0,0.0,10,7.0,4.18806633070878,12.8
Chamarajanagar,2024-11,7,0.0,0.42857142857142855,0.14285714285714285,11,4.0,3.7708535933318297,9.3
Chamarajanagar,2024-12,4,0.0,1.0,0.25,12,1.0,3.737271495395343,9.0
Chamarajanagar,2025-01,1,0.0,0.0,0.0,1,2.0,3.2595511582007437,5.0
Chamarajanagar,2025-03,2,0.0,0.0,0.0,3,2.0,3.2521660170599063,4.9
Chamarajanagar,2025-04,2,0.0,0.5,0.0,4,1.0,3.253574212188504,4.9
Chamarajanagar,2025-05,1,0.0,1.0,0.0,5,4.0,3.349207771562196,5.7
Chamarajanagar,2025-06,4,0.25,0.25,0.25,6,3.0,3.416924105868838,6.3
Chamarajanagar,2025-07,3,0.6666666666666666,0.3333333333333333,0.0,7,4.0,3.5321009880426777,7.3
Chamarajanagar,2025-08,4,0.5,0.25,0.25,8,3.0,3.5046512376532717,7.0
Chamarajanagar,2025-09,3,0.0,0.3333333333333333,0.0,9,5.0,3.4104880180431882,6.2
Chamarajanagar,2025-10,5,0.2,0.6,0.0,10,4.0,3.8754113758862085,10.2
Chamarajanagar,2025-11,4,0.5,0.75,0.25,11,4.0,3.7449185998121033,9.1
Chamarajanagar,2025-12,4,0.0,0.5,0.25,12,6.0,3.8781743914040665,10.2
Chamarajanagar,2026-01,6,0.5,0.16666666666666666,0.0,1,3.0,3.609357722557919,7.9
Chamarajanagar,2026-02,3,0.6666666666666666,1.0,0.3333333333333333,2,1.0,3.4302437085187503,6.4
Chamarajanagar,2026-03,1,0.0,1.0,1.0,3,3.0,4.007775006427897,11.3
Chamarajanagar,2026-04,3,0.3333333333333333,0.6666666666666666,0.3333333333333333,4,3.0,3.4505105288133398,6.6
Chamarajanagar,2026-05,3,0.0,0.0,0.0,5,,3.332384927301774,5.6
Chikkaballapur,2022-01,4,0.5,0.25,0.0,1,6.0,3.4306216556256324,6.4
Chikkaballapur,2022-02,6,0.16666666666666666,0.5,0.0,2,4.0,3.4267395658325603,6.4
Chikkaballapur,2022-03,4,0.0,0.75,0.0,3,6.0,3.2616935030673284,5.0
Chikkaballapur,2022-04,6,0.16666666666666666,0.5,0.16666666666666666,4,2.0,3.34022559702858,5.6
Chikkaballapur,2022-05,2,1.0,0.5,0.0,5,3.0,3.9209831464118667,10.5
Chikkaballapur,2022-06,3,0.3333333333333333,0.6666666666666666,0.3333333333333333,6,1.0,3.4115730030479137,6.2
Chikkaballapur,2022-07,1,0.0,0.0,0.0,7,5.0,3.6660208747425282,8.4
Chikkaballapur,2022-08,5,0.0,0.6,0.2,8,3.0,3.65195221271982,8.3
Chikkaballapur,2022-09,3,0.0,0.6666666666666666,0.3333333333333333,9,5.0,3.269193871332689,5.0
Chikkaballapur,2022-10,5,0.6,0.4,0.2,10,1.0,3.5317745664849185,7.3
Chikkaballapur,2022-11,1,0.0,0.0,0.0,11,2.0,3.929209885439058,10.6
Chikkaballapur,2022-12,2,0.5,0.0,0.0,12,9.0,4.09235063059832,12.0
Chikkaballapur,2023-01,9,0.2222222222222222,0.1111111111111111,0.0,1,3.0,4.979484869527113,19.5
Chikkaballapur,2023-02,3,0.3333333333333333,0.6666666666666666,0.3333333333333333,2,7.0,3.3834734939898334,6.0
Chikkaballapur,2023-03,7,0.2857142857142857,0.42857142857142855,0.0,3,2.0,3.810562146961571,9.6
Chikkaballapur,2023-04,2,0.0,0.5,0.5,4,2.0,3.2038932416162735,4.5
Chikkaballapur,2023-05,2,0.0,0.0,0.0,5,4.0,3.3448027508683147,5.7
Chikkaballapur,2023-06,4,0.25,0.25,0.0,6,1.0,3.4335014737171905,6.4
Chikkaballapur,2023-07,1,0.0,1.0,0.0,7,6.0,3.6956488517619617,8.6
Chikkaballapur,2023-08,6,0.5,0.3333333333333333,0.0,8,2.0,3.671039829565684,8.4
Chikkaballapur,2023-09,2,0.0,0.5,0.5,9,2.0,3.4256692081268842,6.4
Chikkaballapur,2023-10,2,0.0,1.0,0.0,10,6.0,4.18806633070878,12.8
Chikkaballapur,2023-11,6,0.5,0.3333333333333333,0.16666666666666666,11,2.0,3.7825110768062054,9.4
Chikkaballapur,2023-12,2,0.0,0.5,0.0,12,8.0,4.004628373600371,11.3
Chikkaballapur,2024-01,8,0.375,0.5,0.0,1,7.0,4.624820572850648,16.5
Chikkaballapur,2024-02,7,0.14285714285714285,0.42857142857142855,0.0,2,3.0,3.5577404730793334,7.5
Chikkaballapur,2024-03,3,0.3333333333333333,0.3333333333333333,0.6666666666666666,3,2.0,3.4807016944204143,6.8
Chikkaballapur,2024-04,2,0.0,1.0,0.0,4,2.0,3.320281946402149,5.5
Chikkaballapur,2024-05,2,1.0,1.0,0.0,5,5.0,4.002023994870733,11.2
Chikkaballapur,2024-06,5,0.8,0.4,0.2,6,8.0,4.14056985524627,12.4
Chikkaballapur,2024-07,8,0.25,0.625,0.0,7,3.0,3.830346768112035,9.8
Chikkaballapur,2024-08,3,0.0,0.6666666666666666,0.0,8,1.0,3.387490970452554,6.0
Chikkaballapur,2024-09,1,0.0,1.0,0.0,9,4.0,3.4700672919735296,6.7
Chikkaballapur,2024-11,4,0.0,0.75,0.25,11,4.0,3.834247878925893,9.8
Chikkaballapur,2024-12,4,0.25,0.25,0.0,12,4.0,3.7360139584070318,9.0
Chikkaballapur,2025-01,4,0.25,0.5,0.25,1,3.0,3.1083422185178797,3.7
Chikkaballapur,2025-02,3,0.0,0.3333333333333333,0.3333333333333333,2,11.0,3.311510729963966,5.4
Chikkaballapur,2025-03,11,0.36363636363636365,0.45454545454545453,0.09090909090909091,3,3.0,6.4115881087849225,31.6
Chikkaballapur,2025-04,3,0.0,1.0,0.0,4,1.0,3.2948428333040414,5.3
Chikkaballapur,2025-05,1,0.0,1.0,0.0,5,4.0,3.349207771562196,5.7
Chikkaballapur,2025-06,4,0.25,0.5,0.0,6,4.0,3.4887351145198244,6.9
Chikkaballapur,2025-07,4,0.25,0.25,0.25,7,5.0,3.446332358010435,6.5
Chikkaballapur,2025-08,5,0.0,0.2,0.4,8,5.0,3.6802571198315603,8.5
Chikkaballapur,2025-09,5,0.2,0.6,0.4,9,1.0,3.646721872354954,8.2
Chikkaballapur,2025-10,1,0.0,0.0,0.0,10,7.0,3.9263195295158853,10.6
Chikkaballapur,2025-11,7,0.14285714285714285,0.42857142857142855,0.0,11,2.0,3.893062304057056,10.3
Chikkaballapur,2025-12,2,0.5,0.5,0.0,12,4.0,3.9498012940652796,10.8
Chikkaballapur,2026-01,4,0.75,0.5,0.25,1,4.0,3.6421272908424185,8.2
Chikkaballapur,2026-02,4,0.0,1.0,0.0,2,4.0,3.2701479869913226,5.0
Chikkaballapur,2026-03,4,0.0,0.5,0.25,3,4.0,3.207044471177588,4.5
Chikkaballapur,2026-04,4,0.5,0.5,0.25,4,4.0,3.444727091857294,6.5
Chikkaballapur,2026-05,4,0.0,0.0,0.0,5,,3.341943672126472,5.6
Chikkamagaluru,2022-01,2,0.5,0.5,0.0,1,3.0,3.359669506431637,5.8
Chikkamagaluru,2022-02,3,0.3333333333333333,0.6666666666666666,0.3333333333333333,2,1.0,3.3834734939898334,6.0
Chikkamagaluru,2022-03,1,1.0,0.0,0.0,3,4.0,3.629303902845203,8.1
Chikkamagaluru,2022-04,4,0.25,0.25,0.0,4,3.0,3.2603628013515644,5.0
Chikkamagaluru,2022-05,3,0.3333333333333333,0.6666666666666666,0.0,5,4.0,3.531937893836257,7.3
Chikkamagaluru,2022-06,4,0.25,0.5,0.0,6,3.0,3.4887351145198244,6.9
Chikkamagaluru,2022-07,3,0.0,0.0,0.0,7,3.0,3.541808180155827,7.3
Chikkamagaluru,2022-09,3,0.6666666666666666,0.6666666666666666,0.0,9,2.0,3.161697459064945,4.1
Chikkamagaluru,2022-10,2,0.0,1.0,0.0,10,5.0,4.18806633070878,12.8
Chikkamagaluru,2022-11,5,0.4,0.4,0.0,11,5.0,3.860519108573533,10.0
Chikkamagaluru,2022-12,5,0.6,0.2,0.0,12,3.0,3.6080043559361967,7.9
Chikkamagaluru,2023-01,3,0.0,0.6666666666666666,0.0,1,3.0,3.2077066188740155,4.5
Chikkamagaluru,2023-02,3,0.0,0.3333333333333333,0.0,2,5.0,3.2896944287176124,5.2
Chikkamagaluru,2023-03,5,0.4,0.8,0.2,3,5.0,3.643686359796428,8.2
Chikkamagaluru,2023-04,5,0.6,0.6,0.2,4,3.0,3.736761271429573,9.0
Chikkamagaluru,2023-05,3,0.3333333333333333,0.3333333333333333,0.0,5,3.0,3.513316352570978,7.1
Chikkamagaluru,2023-06,3,0.0,0.3333333333333333,0.0,6,1.0,3.501991894365636,7.0
Chikkamagaluru,2023-07,1,0.0,1.0,1.0,7,3.0,4.025107648463796,11.4
Chikkamagaluru,2023-08,3,0.6666666666666666,0.3333333333333333,0.0,8,3.0,3.536503794983458,7.3
Chikkamagaluru,2023-09,3,0.0,0.6666666666666666,0.3333333333333333,9,2.0,3.269193871332689,5.0
Chikkamagaluru,2023-10,2,0.0,0.5,0.0,10,4.0,3.9377904488577133,10.7
Chikkamagaluru,2023-11,4,0.5,0.5,0.0,11,4.0,3.8856350213767064,10.2
Chikkamagaluru,2023-12,4,0.0,0.0,0.0,12,3.0,3.9678941392708413,10.9
Chikkamagaluru,2024-01,3,0.0,1.0,0.3333333333333333,1,5.0,3.1616048415145808,4.1
Chikkamagaluru,2024-02,5,0.2,0.2,0.0,2,1.0,3.3705274867195065,5.9
Chikkamagaluru,2024-03,1,0.0,1.0,0.0,3,4.0,3.3188713046967724,5.5
Chikkamagaluru,2024-04,4,0.0,0.0,0.0,4,2.0,3.2709930684423147,5.0
Chikkamagaluru,2024-05,2,0.0,1.0,0.0,5,2.0,3.312574280560983,5.4
Chikkamagaluru,2024-06,2,0.0,1.0,0.5,6,3.0,3.6220458847423807,8.0
Chikkamagaluru,2024-07,3,0.0,0.3333333333333333,0.0,7,1.0,3.544212770616616,7.4
Chikkamagaluru,2024-08,1,1.0,1.0,0.0,8,6.0,3.968585034555446,10.9
Chikkamagaluru,2024-09,6,0.0,0.5,0.0,9,7.0,3.612069700097484,7.9
Chikkamagaluru,2024-10,7,0.2857142857142857,0.42857142857142855,0.0,10,6.0,4.258664751378212,13.4
Chikkamagaluru,2024-11,6,0.3333333333333333,0.3333333333333333,0.0,11,1.0,3.7164355976926435,8.8
Chikkamagaluru,2024-12,1,0.0,0.0,0.0,12,5.0,3.9146539784750467,10.5
Chikkamagaluru,2025-01,5,0.2,0.2,0.0,1,4.0,3.348599224401176,5.7
Chikkamagaluru,2025-02,4,0.25,0.25,0.25,2,4.0,3.2084335126980403,4.5
Chikkamagaluru,2025-03,4,0.5,0.75,0.25,3,3.0,3.4482984266989636,6.5
Chikkamagaluru,2025-04,3,0.3333333333333333,0.0,0.0,4,4.0,3.455076884958384,6.6
Chikkamagaluru,2025-05,4,0.0,0.75,0.0,5,3.0,3.2915407848835865,5.2
Chikkamagaluru,2025-06,3,0.3333333333333333,0.0,0.0,6,3.0,3.5431388684189016,7.3
Chikkamagaluru,2025-07,3,0.6666666666666666,0.6666666666666666,0.0,7,2.0,3.438708252800299,6.5
Chikkamagaluru,2025-08,2,0.0,0.0,0.0,8,3.0,3.6028099711523343,7.9
Chikkamagaluru,2025-09,3,0.0,0.6666666666666666,0.0,9,2.0,3.2428098711044635,4.8
Chikkamagaluru,2025-10,2,0.5,1.0,0.0,10,6.0,4.1560134612181825,12.5
Chikkamagaluru,2025-11,6,0.3333333333333333,0.16666666666666666,0.0,11,4.0,3.6683610272713367,8.4
Chikkamagaluru,2025-12,4,0.5,0.0,0.0,12,7.0,4.043271167741718,11.6
Chikkamagaluru,2026-01,7,0.2857142857142857,0.5714285714285714,0.0,1,1.0,3.5311722185193655,7.2
Chikkamagaluru,2026-02,1,0.0,0.0,0.0,2,1.0,3.301774262111772,5.3
Chikkamagaluru,2026-03,1,0.0,0.0,0.0,3,3.0,3.278427858875114,5.1
Chikkamagaluru,2026-04,3,0.0,1.0,0.0,4,6.0,3.2948428333040414,5.3
Chikkamagaluru,2026-05,6,0.5,0.5,0.16666666666666666,5,,3.741456585106903,9.0
Chitradurga,2022-01,3,0.3333333333333333,0.3333333333333333,0.0,1,5.0,3.4461638227267866,6.5
Chitradurga,2022-02,5,0.4,0.4,0.2,2,2.0,3.6188865847267317,8.0
Chitradurga,2022-03,2,0.0,1.0,0.0,3,2.0,3.2779274674882264,5.1
Chitradurga,2022-04,2,0.0,0.5,0.5,4,2.0,3.2038932416162735,4.5
Chitradurga,2022-05,2,0.0,0.5,0.0,5,3.0,3.2848051185630793,5.2
Chitradurga,2022-06,3,0.3333333333333333,0.6666666666666666,0.0,6,3.0,3.4454748846551593,6.5
Chitradurga,2022-07,3,0.6666666666666666,0.6666666666666666,0.0,7,1.0,3.438708252800299,6.5
Chitradurga,2022-08,1,0.0,1.0,0.0,8,1.0,3.604734374264362,7.9
Chitradurga,2022-09,1,0.0,0.0,0.0,9,6.0,3.4985060707623292,7.0
Chitradurga,2022-10,6,0.16666666666666666,0.16666666666666666,0.16666666666666666,10,5.0,3.75266351258186,9.1
Chitradurga,2022-11,5,0.2,1.0,0.2,11,3.0,3.878873098159364,10.2
Chitradurga,2022-12,3,0.0,0.3333333333333333,0.0,12,3.0,3.8947914665559065,10.3
Chitradurga,2023-01,3,0.0,1.0,0.0,1,3.0,3.1696443520304998,4.2
Chitradurga,2023-02,3,0.3333333333333333,0.6666666666666666,0.0,2,3.0,3.473950741784689,6.8
Chitradurga,2023-03,3,0.0,0.3333333333333333,0.0,3,2.0,3.281347771874473,5.1
Chitradurga,2023-04,2,0.5,0.0,0.0,4,4.0,3.4936942298766938,6.9
Chitradurga,2023-05,4,0.0,0.5,0.0,5,6.0,3.273386836343168,5.1
Chitradurga,2023-06,6,0.0,0.3333333333333333,0.0,6,4.0,3.557269895459356,7.5
Chitradurga,2023-07,4,0.0,0.75,0.0,7,2.0,3.5164650270451454,7.1
Chitradurga,2023-08,2,0.0,0.0,0.0,8,5.0,3.6028099711523343,7.9
Chitradurga,2023-10,5,0.0,0.2,0.0,10,5.0,3.8285336089638182,9.8
Chitradurga,2023-11,5,0.0,0.0,0.0,11,5.0,4.013181705886407,11.3
Chitradurga,2023-12,5,0.2,0.4,0.0,12,4.0,3.924776079681373,10.6
Chitradurga,2024-01,4,0.25,0.5,0.0,1,3.0,3.1330431335031004,3.9
Chitradurga,2024-02,3,0.3333333333333333,0.3333333333333333,0.0,2,3.0,3.4472573107593174,6.5
Chitradurga,2024-03,3,0.3333333333333333,0.3333333333333333,0.0,3,3.0,3.430765598942253,6.4
Chitradurga,2024-04,3,0.3333333333333333,0.6666666666666666,0.3333333333333333,4,5.0,3.4505105288133398,6.6
Chitradurga,2024-05,5,0.0,0.4,0.0,5,2.0,3.322886199392495,5.5
Chitradurga,2024-06,2,0.0,0.0,0.0,6,3.0,3.5631034735529137,7.5
Chitradurga,2024-07,3,0.3333333333333333,0.3333333333333333,0.0,7,2.0,3.526690182924682,7.2
Chitradurga,2024-08,2,0.0,0.5,0.0,8,3.0,3.5965789672215607,7.8
Chitradurga,2024-09,3,0.0,0.6666666666666666,0.3333333333333333,9,4.0,3.269193871332689,5.0
Chitradurga,2024-10,4,0.25,0.5,0.0,10,1.0,3.7294952965252204,8.9
Chitradurga,2024-11,1,0.0,0.0,0.0,11,4.0,3.929209885439058,10.6
Chitradurga,2024-12,4,0.25,0.0,0.0,12,3.0,3.813080392266426,9.6
Chitradurga,2025-01,3,0.0,0.3333333333333333,0.3333333333333333,1,2.0,3.251550080111404,4.9
Chitradurga,2025-02,2,0.0,0.5,0.0,2,1.0,3.2054387986999524,4.5
Chitradurga,2025-03,1,0.0,1.0,0.0,3,5.0,3.3188713046967724,5.5
Chitradurga,2025-04,5,0.4,0.4,0.0,4,5.0,3.5601790459525002,7.5
Chitradurga,2025-05,5,0.2,0.6,0.4,5,7.0,3.550389855387196,7.4
Chitradurga,2025-06,7,0.42857142857142855,0.2857142857142857,0.14285714285714285,6,4.0,4.2232600016192166,13.1
Chitradurga,2025-07,4,0.75,0.5,0.0,7,4.0,3.811208693131965,9.6
Chitradurga,2025-08,4,0.25,0.25,0.0,8,1.0,3.451804795170442,6.6
Chitradurga,2025-09,1,0.0,0.0,0.0,9,4.0,3.4985060707623292,7.0
Chitradurga,2025-10,4,0.25,0.25,0.25,10,1.0,3.2981615750214375,5.3
Chitradurga,2025-11,1,0.0,0.0,0.0,11,2.0,3.929209885439058,10.6
Chitradurga,2025-12,2,0.5,0.5,0.0,12,5.0,3.9498012940652796,10.8
Chitradurga,2026-01,5,0.2,0.4,0.4,1,2.0,3.2350466431494453,4.7
Chitradurga,2026-02,2,0.5,1.0,0.5,2,2.0,2.9989369954406566,2.7
Chitradurga,2026-03,2,0.0,0.0,0.5,3,1.0,3.1102070931356383,3.7
Chitradurga,2026-04,1,1.0,1.0,0.0,4,4.0,3.672146279378205,8.4
Chitradurga,2026-05,4,0.5,0.25,0.0,5,,3.5740839125033315,7.6
Davanagere,2022-01,2,0.5,0.0,0.0,1,4.0,3.4997179957232216,7.0
Davanagere,2022-02,4,0.5,0.25,0.0,2,2.0,3.4813937434928808,6.8
Davanagere,2022-03,2,0.5,0.5,0.0,3,1.0,3.4344792548523815,6.4
Davanagere,2022-04,1,0.0,0.0,0.0,4,5.0,3.321438491232526,5.5
Davanagere,2022-05,5,0.4,1.0,0.2,5,7.0,3.804581039466082,9.6
Davanagere,2022-07,7,0.14285714285714285,0.7142857142857143,0.14285714285714285,7,5.0,4.419335940308103,14.8
Davanagere,2022-08,5,0.2,0.4,0.0,8,4.0,3.6461702228479003,8.2
Davanagere,2022-09,4,0.25,0.5,0.25,9,2.0,3.332961377144846,5.6
Davanagere,2022-10,2,0.5,0.5,0.0,10,4.0,3.947890415701957,10.8
Davanagere,2022-11,4,0.25,0.25,0.0,11,2.0,3.6941273332534066,8.6
Davanagere,2022-12,2,0.0,0.5,0.0,12,7.0,4.004628373600371,11.3
Davanagere,2023-01,7,0.0,0.2857142857142857,0.0,1,4.0,3.510128010665785,7.1
Davanagere,2023-02,4,0.25,0.0,0.25,2,1.0,3.2042966983219276,4.5
Davanagere,2023-03,1,0.0,1.0,0.0,3,1.0,3.3188713046967724,5.5
Davanagere,2023-04,1,0.0,1.0,1.0,4,6.0,4.1127135674865745,12.2
Davanagere,2023-05,6,0.16666666666666666,0.5,0.0,5,2.0,3.382573411645585,6.0
Davanagere,2023-06,2,0.5,1.0,0.5,6,6.0,3.777166997293087,9.3
Davanagere,2023-07,6,0.5,0.16666666666666666,0.0,7,1.0,3.580044020335385,7.7
Davanagere,2023-08,1,0.0,0.0,0.0,8,5.0,3.6195542046806257,8.0
Davanagere,2023-09,5,0.2,0.6,0.0,9,5.0,3.6594041948926934,8.3
Davanagere,2023-10,5,0.2,0.2,0.0,10,3.0,3.684167855148944,8.5
Davanagere,2023-11,3,0.0,0.6666666666666666,0.0,11,2.0,3.786867152012353,9.4
Davanagere,2023-12,2,0.0,0.5,0.5,12,4.0,3.8387866765728194,9.8
Davanagere,2024-02,4,0.25,0.5,0.0,2,2.0,3.2251165027059883,4.7
Davanagere,2024-03,2,0.0,1.0,0.0,3,5.0,3.2779274674882264,5.1
Davanagere,2024-04,5,0.0,0.4,0.0,4,3.0,3.304549691825695,5.3
Davanagere,2024-05,3,0.0,1.0,0.0,5,3.0,3.276824130106312,5.1
Davanagere,2024-06,3,0.0,0.3333333333333333,0.0,6,3.0,3.501991894365636,7.0
Davanagere,2024-07,3,0.3333333333333333,0.3333333333333333,0.0,7,3.0,3.526690182924682,7.2
Davanagere,2024-08,3,0.0,0.6666666666666666,0.0,8,3.0,3.387490970452554,6.0
Davanagere,2024-09,3,0.0,0.6666666666666666,0.0,9,1.0,3.2428098711044635,4.8
Davanagere,2024-10,1,0.0,1.0,0.0,10,4.0,4.079274018543846,11.9
Davanagere,2024-11,4,0.5,0.5,0.25,11,3.0,3.6939500059886585,8.6
Davanagere,2024-12,3,0.3333333333333333,0.6666666666666666,0.0,12,2.0,3.648622135855687,8.2
Davanagere,2025-01,2,0.0,0.5,0.0,1,3.0,3.1134280915131796,3.7
Davanagere,2025-02,3,0.3333333333333333,0.0,0.0,2,4.0,3.461416466187595,6.7
Davanagere,2025-03,4,0.5,0.5,0.0,3,4.0,3.499767668013348,7.0
Davanagere,2025-04,4,0.25,0.25,0.25,4,3.0,3.264843061521339,5.0
Davanagere,2025-05,3,0.0,0.6666666666666666,0.0,5,1.0,3.2829151982794262,5.1
Davanagere,2025-06,1,0.0,1.0,0.0,6,1.0,3.5730924044956014,7.6
Davanagere,2025-07,1,1.0,0.0,0.0,7,3.0,3.870966116410341,10.1
Davanagere,2025-08,3,0.3333333333333333,0.3333333333333333,0.0,8,1.0,3.5249410212244725,7.2
Davanagere,2025-09,1,0.0,0.0,0.0,9,4.0,3.4985060707623292,7.0
Davanagere,2025-10,4,0.25,0.5,0.25,10,3.0,3.4513312796778735,6.6
Davanagere,2025-11,3,0.6666666666666666,0.3333333333333333,0.6666666666666666,11,1.0,3.0300477869756755,3.0
Davanagere,2025-12,1,0.0,0.0,0.0,12,3.0,3.9146539784750467,10.5
Davanagere,2026-01,3,0.0,0.6666666666666666,0.3333333333333333,1,2.0,3.1835001910764316,4.3
Davanagere,2026-02,2,0.0,1.0,0.0,2,7.0,3.285059596523663,5.2
Davanagere,2026-03,7,0.0,0.42857142857142855,0.14285714285714285,3,3.0,3.497316543222171,7.0
Davanagere,2026-04,3,0.0,0.3333333333333333,0.0,4,3.0,3.312815753841475,5.4
Davanagere,2026-05,3,0.3333333333333333,0.0,0.0,5,,3.5279580489851674,7.2
Gadag,2022-01,4,0.0,0.75,0.0,1,4.0,3.164187822629516,4.1
